rowid,ordid,orddt,shpdt,segmt,state,cono,prodid,categ,subct,prdna,sales,order_month,order_day,order_year,order_dayofweek,shipping_delay
658.0,CA-2023-105277,2023-12-04,2023-12-18,Consumer,Santa Rosa,Centro,OFF-BI-10000301,Componentes,Procesadores (CPU),MSI Radeon RX 6700 XT Gaming X 12GB GDDR6,1594.41,12,4,2023,0,14
659.0,CA-2023-106376,2023-12-05,2023-12-19,Corporate,Pachacámac,Sur,OFF-AR-10002671,Periféricos,Webcams,HyperX Alloy FPS Pro Teclado Mecánico Tenkeyless,2460.75,12,5,2023,1,14
660.0,CA-2023-106376,2023-12-05,2023-12-19,Corporate,Lince,Centro,TEC-PH-10002726,Periféricos,Micrófonos,Logitech MX Master 3S Ratón Inalámbrico Ergonómico,2429.38,12,5,2023,1,14
661.0,CA-2023-110366,2023-12-05,2023-12-19,Corporate,Pucusana,Sur,FUR-FU-10004848,Almacenamiento,Discos externos,Samsung BAR Plus 64GB USB 3.1,2250.04,12,5,2023,1,14
662.0,CA-2023-114489,2023-12-05,2023-12-19,Corporate,Lurigancho-Chosica,Este,TEC-PH-10001448,Periféricos,Mouse / Ratones,Anker Astro 15000mAh USB Portable Charger,2587.86,12,5,2023,1,14
663.0,CA-2023-114489,2023-12-05,2023-12-19,Corporate,Los Olivos,Norte,OFF-BI-10002735,Periféricos,Monitores,Beats Studio Buds Cancelación de ruido inalámbricos,2339.11,12,5,2023,1,14
664.0,CA-2023-166191,2023-12-05,2023-12-19,Corporate,Lurín,Sur,TEC-AC-10004659,Periféricos,Impresoras,Logitech M185 Ratón Inalámbrico Compacto,2114.05,12,5,2023,1,14
665.0,CA-2023-115756,2023-12-05,2023-12-19,Consumer,San Martín de Porres,Norte,FUR-FU-10000246,Almacenamiento,Pendrives / USB,SanDisk Extreme Pro 128GB USB 3.2 Gen 1,2114.9700000000003,12,5,2023,1,14
666.0,CA-2023-115756,2023-12-05,2023-12-19,Consumer,Ate,Este,OFF-ST-10000060,Periféricos,Webcams,Microsoft Sculpt Ergonomic Keyboard,2016.5,12,5,2023,1,14
667.0,CA-2023-115756,2023-12-05,2023-12-19,Consumer,Villa El Salvador,Sur,OFF-ST-10003058,Periféricos,Micrófonos,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,1981.48,12,5,2023,1,14
668.0,CA-2023-115756,2023-12-05,2023-12-19,Consumer,Jesús María,Centro,OFF-PA-10002222,Periféricos,Teclados,AverMedia PW513 4K UHD Webcam,1845.23,12,5,2023,1,14
669.0,CA-2023-115756,2023-12-05,2023-12-19,Consumer,Pucusana,Sur,FUR-CH-10002372,Almacenamiento,Tarjetas de memoria,Western Digital My Passport SSD 1TB Externo,2228.12,12,5,2023,1,14
670.0,CA-2023-160815,2023-12-05,2023-12-19,Consumer,Cieneguilla,Este,TEC-PH-10003505,Periféricos,Monitores,Geemarc AmpliPOWER60,2323.87,12,5,2023,1,14
671.0,CA-2023-124772,2023-12-05,2023-12-19,Consumer,El Agustino,Este,FUR-FU-10004748,Almacenamiento,Pendrives / USB,"Howard Miller 16"" Diameter Gallery Wall Clock",2144.87,12,5,2023,1,14
672.0,US-2023-148110,2023-12-05,2023-12-19,Corporate,Los Olivos,Norte,FUR-CH-10002647,Almacenamiento,Tarjetas de memoria,Kingston DataTraveler Max 256GB USB-C 3.2 Gen 2,2094.66,12,5,2023,1,14
673.0,CA-2023-137673,2023-12-05,2023-12-19,Corporate,Lurigancho-Chosica,Este,TEC-AC-10002345,Periféricos,Webcams,Microsoft LifeCam HD-3000 720p,1610.86,12,5,2023,1,14
674.0,CA-2023-108434,2023-12-05,2023-12-19,Consumer,Villa El Salvador,Sur,OFF-ST-10002615,Periféricos,Micrófonos,Logitech G502 HERO Ratón Gamer con sensor HERO 25K,2062.82,12,5,2023,1,14
675.0,CA-2023-154536,2023-12-05,2023-12-19,Consumer,San Martín de Porres,Norte,OFF-BI-10004410,Periféricos,Teclados,Beats Studio Buds Cancelación de ruido inalámbricos,2626.05,12,5,2023,1,14
676.0,CA-2023-136231,2023-12-05,2023-12-19,Consumer,Punta Negra,Sur,OFF-BI-10001597,Periféricos,Mouse,Logitech M185 Ratón Inalámbrico Compacto,2540.01,12,5,2023,1,14
677.0,CA-2023-136231,2023-12-05,2023-12-19,Consumer,Independencia,Norte,TEC-PH-10002660,Periféricos,Monitores,Nortel Networks T7316 E Nt8 B27,2258.78,12,5,2023,1,14
678.0,CA-2023-143749,2023-12-05,2023-12-19,Corporate,Comas,Norte,FUR-BO-10002853,Almacenamiento,Tarjetas de memoria,O'Sullivan 5-Shelf Heavy-Duty Bookcases,2614.32,12,5,2023,1,14
679.0,CA-2023-140564,2023-12-05,2023-12-19,Home Office,El Agustino,Este,OFF-AR-10000034,Componentes,Placas base,AMD Radeon RX 7900 XTX 24GB GDDR6,2029.21,12,5,2023,1,14
680.0,CA-2023-144540,2023-12-05,2023-12-19,Home Office,Pucusana,Sur,OFF-AP-10002457,Componentes,Fuentes de poder,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",2670.09,12,5,2023,1,14
681.0,CA-2023-144540,2023-12-05,2023-12-19,Home Office,San Juan de Lurigancho,Este,OFF-FA-10002763,Componentes,Refrigeración,Advantus Map Pennant Flags and Round Head Tacks,1755.66,12,5,2023,1,14
682.0,CA-2023-151372,2023-12-05,2023-12-19,Consumer,Punta Negra,Sur,OFF-PA-10004381,Componentes,Procesadores (CPU),Gigabyte X670 AORUS Elite AX (Socket AM5),1729.86,12,5,2023,1,14
683.0,CA-2023-151372,2023-12-05,2023-12-19,Consumer,Lurín,Sur,OFF-BI-10000050,Componentes,Tarjetas gráficas (GPU),"Angle-D Binders with Locking Rings, Label Holders",2667.2,12,5,2023,1,14
684.0,CA-2023-151372,2023-12-05,2023-12-19,Consumer,Independencia,Norte,OFF-FA-10000304,Componentes,Memoria RAM,Cooler Master Hyper 212 Black Edition Disipador de Aire,2032.75,12,5,2023,1,14
685.0,CA-2023-109722,2023-12-05,2023-12-19,Consumer,Santa Rosa,Centro,TEC-PH-10000560,Periféricos,Impresoras,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),2608.15,12,5,2023,1,14
686.0,CA-2023-125542,2023-12-05,2023-12-19,Corporate,Barranco,Sur,OFF-EN-10000056,Componentes,Unidades de estado sólido (SSD),ZOTAC GAMING GeForce RTX 4060 Twin Edge OC 8GB,1753.5,12,5,2023,1,14
687.0,CA-2023-125542,2023-12-05,2023-12-19,Corporate,Lince,Centro,OFF-ST-10001469,Componentes,Placas base,Kingston FURY Beast 16GB DDR4 3200MHz,2023.88,12,5,2023,1,14
688.0,CA-2023-149195,2023-12-05,2023-12-19,Corporate,Lurigancho-Chosica,Este,OFF-PA-10001870,Componentes,Fuentes de poder,ASRock B450M Steel Legend (Socket AM4),1916.59,12,5,2023,1,14
689.0,CA-2023-149195,2023-12-05,2023-12-19,Corporate,San Luis,Centro,OFF-FA-10001843,Componentes,Refrigeración,be quiet! Straight Power 11 750W 80 Plus Gold Modular,2210.56,12,5,2023,1,14
690.0,CA-2023-149195,2023-12-05,2023-12-19,Corporate,Villa El Salvador,Sur,OFF-PA-10002036,Componentes,Procesadores (CPU),Deepcool GAMMAXX 400 V2 Disipador de Aire para CPU,1978.48,12,5,2023,1,14
691.0,CA-2023-151162,2023-12-05,2023-12-19,Corporate,Pucusana,Sur,OFF-PA-10001033,Componentes,Tarjetas gráficas (GPU),Intel Core i7-13700F 13ª Gen 16 núcleos,2531.06,12,5,2023,1,14
692.0,CA-2023-151162,2023-12-05,2023-12-19,Corporate,Santa Rosa,Centro,OFF-BI-10003719,Componentes,Memoria RAM,NVIDIA GeForce RTX 4070 Ti SUPER 16GB GDDR6X,2582.66,12,5,2023,1,14
693.0,CA-2023-151162,2023-12-05,2023-12-19,Corporate,San Luis,Centro,OFF-PA-10003036,Componentes,Discos duros (HDD),"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",1979.89,12,5,2023,1,14
694.0,CA-2023-151162,2023-12-05,2023-12-19,Corporate,Pucusana,Sur,TEC-PH-10001870,Periféricos,Webcams,Brother HL-L2350DW Impresora Láser,2393.96,12,5,2023,1,14
695.0,CA-2023-151162,2023-12-05,2023-12-19,Corporate,Lurigancho-Chosica,Este,TEC-PH-10001809,Periféricos,Micrófonos,Jabra Elite 85t Bluetooth Cancelación de ruido activa,1637.89,12,5,2023,1,14
696.0,CA-2023-106376,2023-12-05,2023-12-19,Corporate,Pachacámac,Sur,OFF-AR-10002671,Periféricos,Teclados,Logitech G213 Prodigy Teclado para Juegos con Retroiluminación RGB,2493.78,12,5,2023,1,14
697.0,CA-2023-102981,2023-12-06,2023-12-20,Consumer,Pucusana,Sur,TEC-AC-10004761,Periféricos,Mouse / Ratones,Genius WideCam F100 Ultra Wide Angle 1080p,2270.4,12,6,2023,2,14
698.0,CA-2023-102981,2023-12-06,2023-12-20,Consumer,San Juan de Lurigancho,Este,FUR-BO-10001811,Almacenamiento,Pendrives / USB,PNY Turbo Attaché 4 128GB USB 3.0,1826.8,12,6,2023,2,14
699.0,CA-2023-133123,2023-12-06,2023-12-20,Consumer,La Victoria,Centro,OFF-EN-10003055,Periféricos,Impresoras,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",2162.24,12,6,2023,2,14
700.0,CA-2023-133123,2023-12-06,2023-12-20,Consumer,Comas,Norte,OFF-BI-10001031,Periféricos,Auriculares / Headsets,Pressboard Data Binders by Wilson Jones,2769.6400000000003,12,6,2023,2,14
701.0,US-2023-169040,2023-12-06,2023-12-20,Consumer,Miraflores,Centro,TEC-PH-10002834,Periféricos,Webcams,Google Nexus 5,1933.88,12,6,2023,2,14
702.0,US-2023-169040,2023-12-06,2023-12-20,Consumer,Miraflores,Centro,OFF-EN-10000927,Periféricos,Micrófonos,Razer DeathAdder V2 Ratón Gamer con cable,2040.22,12,6,2023,2,14
703.0,US-2023-169040,2023-12-06,2023-12-20,Consumer,La Victoria,Centro,OFF-BI-10001636,Periféricos,Teclados,Sony WF-1000XM4 Inalámbricos Cancelación activa de ruido,2353.39,12,6,2023,2,14
704.0,US-2023-169040,2023-12-06,2023-12-20,Consumer,Independencia,Norte,OFF-BI-10001658,Periféricos,Mouse / Ratones,SteelSeries Apex Pro Teclado Mecánico con Switches Omnipoint,2511.85,12,6,2023,2,14
705.0,US-2023-112872,2023-12-06,2023-12-20,Consumer,Breña,Centro,OFF-ST-10002205,Periféricos,Monitores,Logitech G502 HERO Ratón Gamer con sensor HERO 25K,2411.0,12,6,2023,2,14
706.0,US-2023-112872,2023-12-06,2023-12-20,Consumer,Ate,Este,FUR-TA-10003238,Almacenamiento,Discos externos,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",2280.85,12,6,2023,2,14
707.0,CA-2023-158869,2023-12-06,2023-12-20,Corporate,Lurigancho-Chosica,Este,OFF-PA-10000474,Periféricos,Auriculares / Headsets,Microsoft Sculpt Ergonomic Keyboard,1920.36,12,6,2023,2,14
708.0,CA-2023-145240,2023-12-06,2023-12-20,Consumer,Punta Hermosa,Sur,OFF-ST-10001590,Componentes,Memoria RAM,AMD Radeon RX 7900 XTX 24GB GDDR6,1916.47,12,6,2023,2,14
709.0,US-2023-140452,2023-12-06,2023-12-20,Consumer,Villa María del Triunfo,Sur,OFF-AP-10004036,Componentes,Discos duros (HDD),be quiet! Straight Power 11 750W 80 Plus Gold Modular,2553.74,12,6,2023,2,14
710.0,US-2023-140452,2023-12-06,2023-12-20,Consumer,Chorrillos,Sur,FUR-TA-10004086,Almacenamiento,Pendrives / USB,SanDisk Extreme Pro 128GB USB 3.2 Gen 1,2100.98,12,6,2023,2,14
711.0,US-2023-140452,2023-12-06,2023-12-20,Consumer,La Victoria,Centro,TEC-PH-10000307,Periféricos,Mouse / Ratones,Shocksock Galaxy S4 Armband,1777.1,12,6,2023,2,14
712.0,US-2023-140452,2023-12-06,2023-12-20,Consumer,Comas,Norte,OFF-BI-10004965,Componentes,Fuentes de poder,ASRock B450M Steel Legend (Socket AM4),1955.22,12,6,2023,2,14
713.0,US-2023-140452,2023-12-06,2023-12-20,Consumer,Chorrillos,Sur,OFF-ST-10002485,Componentes,Refrigeración,Patriot Viper Steel 16GB DDR4 4000MHz,2397.08,12,6,2023,2,14
714.0,CA-2023-100965,2023-12-07,2023-12-21,Consumer,Carabayllo,Norte,FUR-FU-10003039,Almacenamiento,Tarjetas de memoria,Kingston DataTraveler Max 256GB USB-C 3.2 Gen 2,1695.05,12,7,2023,3,14
715.0,CA-2023-159940,2023-12-07,2023-12-21,Corporate,Carabayllo,Norte,FUR-FU-10004973,Almacenamiento,Discos externos,SanDisk Extreme Pro 128GB USB 3.2 Gen 1,2559.81,12,7,2023,3,14
716.0,CA-2023-159940,2023-12-07,2023-12-21,Corporate,Magdalena del Mar,Centro,OFF-FA-10000936,Periféricos,Micrófonos,SteelSeries Apex Pro Teclado Mecánico con Switches Omnipoint,1692.15,12,7,2023,3,14
717.0,CA-2023-159940,2023-12-07,2023-12-21,Corporate,Villa María del Triunfo,Sur,OFF-PA-10001609,Periféricos,Teclados,Tops Wirebound Message Log Books,1824.0,12,7,2023,3,14
718.0,CA-2023-159940,2023-12-07,2023-12-21,Corporate,Pucusana,Sur,FUR-CH-10000785,Almacenamiento,Discos externos,HP x796w 64GB USB 3.1,1881.62,12,7,2023,3,14
719.0,CA-2023-135265,2023-12-07,2023-12-21,Consumer,Pucusana,Sur,TEC-CO-10003763,Periféricos,Monitores,AverMedia PW513 4K UHD Webcam,2540.56,12,7,2023,3,14
720.0,CA-2023-117590,2023-12-08,2023-12-22,Corporate,Pachacámac,Sur,TEC-PH-10004977,Periféricos,Impresoras,GE 30524EE4,2011.21,12,8,2023,4,14
721.0,CA-2023-117590,2023-12-08,2023-12-22,Corporate,Magdalena del Mar,Centro,FUR-FU-10003664,Almacenamiento,Discos externos,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2440.39,12,8,2023,4,14
722.0,CA-2023-108987,2023-12-08,2023-12-22,Consumer,Villa María del Triunfo,Sur,OFF-ST-10001580,Periféricos,Webcams,Corsair K95 RGB Platinum Teclado Mecánico,1819.2,12,8,2023,4,14
723.0,CA-2023-108987,2023-12-08,2023-12-22,Consumer,Punta Negra,Sur,FUR-BO-10004834,Almacenamiento,Tarjetas de memoria,SanDisk Ultra Flair USB 3.0 64GB,1961.3,12,8,2023,4,14
724.0,CA-2023-108987,2023-12-08,2023-12-22,Consumer,Surco,Centro,OFF-ST-10000934,Periféricos,Teclados,"Contico 72""H Heavy-Duty Storage System",2682.44,12,8,2023,4,14
725.0,CA-2023-108987,2023-12-08,2023-12-22,Consumer,Santa Anita,Este,TEC-AC-10000158,Periféricos,Mouse / Ratones,Canon PIXMA TS9120 Impresora Multifunción,2718.12,12,8,2023,4,14
726.0,CA-2023-104773,2023-12-08,2023-12-22,Corporate,Ate,Este,OFF-ST-10000777,Periféricos,Monitores,Redragon M602 RGB Centrophorus Ratón Gamer,2225.14,12,8,2023,4,14
727.0,CA-2023-121034,2023-12-08,2023-12-22,Consumer,Villa María del Triunfo,Sur,OFF-PA-10001994,Periféricos,Impresoras,Microsoft Sculpt Ergonomic Keyboard,2243.84,12,8,2023,4,14
728.0,CA-2023-156685,2023-12-08,2023-12-22,Corporate,Chorrillos,Sur,TEC-PH-10004345,Periféricos,Auriculares / Headsets,Logitech G502 HERO Ratón Gamer con sensor HERO 25K,2270.44,12,8,2023,4,14
729.0,CA-2023-112109,2023-12-08,2023-12-22,Consumer,San Juan de Lurigancho,Este,OFF-ST-10001505,Periféricos,Webcams,SteelSeries Apex Pro Teclado Mecánico con Switches Omnipoint,2494.81,12,8,2023,4,14
730.0,CA-2023-112109,2023-12-08,2023-12-22,Consumer,Surco,Centro,OFF-BI-10001634,Periféricos,Micrófonos,Redragon M602 RGB Centrophorus Ratón Gamer,2436.19,12,8,2023,4,14
731.0,CA-2023-112109,2023-12-08,2023-12-22,Consumer,Independencia,Norte,FUR-CH-10004287,Almacenamiento,Pendrives / USB,Crucial X8 1TB SSD Externo,1722.73,12,8,2023,4,14
732.0,CA-2023-113516,2023-12-08,2023-12-22,Home Office,Pachacámac,Sur,OFF-BI-10002225,Periféricos,Mouse / Ratones,Epson EcoTank ET-4760 Impresora Multifunción,1895.15,12,8,2023,4,14
733.0,CA-2023-113516,2023-12-08,2023-12-22,Home Office,Santa Anita,Este,OFF-BI-10001989,Periféricos,Monitores,SteelSeries Rival 5 Ratón RGB para Juegos,1964.6,12,8,2023,4,14
734.0,US-2023-114174,2023-12-08,2023-12-22,Home Office,Chorrillos,Sur,FUR-BO-10003450,Almacenamiento,Pendrives / USB,Corsair Flash Voyager GTX 256GB USB 3.1,2415.75,12,8,2023,4,14
735.0,US-2023-114174,2023-12-08,2023-12-22,Home Office,Pucusana,Sur,OFF-LA-10000248,Periféricos,Auriculares / Headsets,Bose QuietComfort Earbuds II Bluetooth Cancelación de ruido,2244.14,12,8,2023,4,14
736.0,US-2023-115455,2023-12-08,2023-12-22,Consumer,Breña,Centro,FUR-FU-10004671,Almacenamiento,Discos externos,SanDisk Ultra Flair USB 3.0 64GB,1717.67,12,8,2023,4,14
737.0,US-2023-115455,2023-12-08,2023-12-22,Consumer,San Isidro,Centro,FUR-TA-10003569,Almacenamiento,Pendrives / USB,Bretford CR8500 Series Meeting Room Furniture,1641.48,12,8,2023,4,14
738.0,CA-2023-131499,2023-12-08,2023-12-22,Home Office,San Juan de Miraflores,Sur,OFF-AP-10003779,Periféricos,Teclados,Logitech StreamCam Full HD 1080p 60fps,2468.79,12,8,2023,4,14
739.0,CA-2023-169026,2023-12-08,2023-12-22,Home Office,Villa El Salvador,Sur,OFF-FA-10001883,Periféricos,Mouse / Ratones,Beats Studio Buds Cancelación de ruido inalámbricos,2595.86,12,8,2023,4,14
740.0,CA-2023-155474,2023-12-08,2023-12-22,Consumer,San Luis,Centro,TEC-PH-10001580,Periféricos,Monitores,Razer BlackWidow V3 Teclado Mecánico RGB,2344.67,12,8,2023,4,14
741.0,CA-2023-155474,2023-12-08,2023-12-22,Consumer,Ate,Este,OFF-BI-10004209,Periféricos,Impresoras,Genius WideCam F100 Ultra Wide Angle 1080p,2288.39,12,8,2023,4,14
742.0,CA-2023-131289,2023-12-08,2023-12-22,Corporate,La Victoria,Centro,OFF-PA-10003363,Periféricos,Auriculares / Headsets,Bose QuietComfort Earbuds II Bluetooth Cancelación de ruido,1934.96,12,8,2023,4,14
743.0,CA-2023-131289,2023-12-08,2023-12-22,Corporate,Comas,Norte,FUR-TA-10003954,Almacenamiento,Pendrives / USB,Hon 94000 Series Round Tables,1750.23,12,8,2023,4,14
744.0,CA-2023-107328,2023-12-08,2023-12-22,Home Office,Ate,Este,FUR-TA-10001932,Almacenamiento,Tarjetas de memoria,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2319.02,12,8,2023,4,14
745.0,CA-2023-107328,2023-12-08,2023-12-22,Home Office,Barranco,Sur,OFF-AP-10004487,Periféricos,Teclados,SteelSeries Apex Pro Teclado Mecánico con Switches Omnipoint,1769.52,12,8,2023,4,14
746.0,CA-2023-129364,2023-12-08,2023-12-22,Consumer,Los Olivos,Norte,TEC-PH-10003095,Periféricos,Mouse / Ratones,Epson EcoTank ET-4760 Impresora Multifunción,1932.02,12,8,2023,4,14
747.0,CA-2023-129364,2023-12-08,2023-12-22,Consumer,Independencia,Norte,OFF-SU-10000432,Periféricos,Monitores,Redragon M602 RGB Centrophorus Ratón Gamer,2246.31,12,8,2023,4,14
748.0,CA-2023-129364,2023-12-08,2023-12-22,Consumer,Los Olivos,Norte,TEC-AC-10004227,Periféricos,Impresoras,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,2633.4700000000003,12,8,2023,4,14
749.0,CA-2023-129364,2023-12-08,2023-12-22,Consumer,Villa El Salvador,Sur,OFF-PA-10001569,Periféricos,Auriculares / Headsets,SteelSeries Apex Pro Teclado Mecánico con Switches Omnipoint,1735.46,12,8,2023,4,14
750.0,CA-2023-135608,2023-12-08,2023-12-22,Consumer,Lurigancho-Chosica,Este,OFF-PA-10001954,Periféricos,Webcams,AverMedia PW513 4K UHD Webcam,1795.9,12,8,2023,4,14
751.0,CA-2023-135608,2023-12-08,2023-12-22,Consumer,Lince,Centro,FUR-CH-10002602,Almacenamiento,Discos externos,HP x796w 64GB USB 3.1,2385.3,12,8,2023,4,14
752.0,CA-2023-108868,2023-12-08,2023-12-22,Corporate,Santa Rosa,Centro,OFF-AR-10001953,Componentes,Fuentes de poder,AMD Ryzen 5 5600X 6 núcleos 12 hilos,2230.84,12,8,2023,4,14
753.0,CA-2023-108868,2023-12-08,2023-12-22,Corporate,San Luis,Centro,TEC-PH-10000923,Periféricos,Mouse / Ratones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",2045.17,12,8,2023,4,14
754.0,CA-2023-155138,2023-12-08,2023-12-22,Consumer,Lurigancho-Chosica,Este,TEC-AC-10004209,Periféricos,Monitores,Logitech Brio 4K Ultra HD Webcam con HDR,2742.05,12,8,2023,4,14
755.0,CA-2023-155138,2023-12-08,2023-12-22,Consumer,Comas,Norte,OFF-PA-10000501,Componentes,Tarjetas gráficas (GPU),NVIDIA GeForce RTX 4070 Ti SUPER 16GB GDDR6X,2124.16,12,8,2023,4,14
756.0,CA-2023-130078,2023-12-08,2023-12-22,Consumer,Los Olivos,Norte,OFF-PA-10003270,Componentes,Memoria RAM,Corsair iCUE H100i RGB Elite Enfriamiento Líquido 240mm,2367.48,12,8,2023,4,14
757.0,CA-2023-115224,2023-12-08,2023-12-22,Consumer,San Juan de Lurigancho,Este,OFF-ST-10000615,Componentes,Discos duros (HDD),"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",1894.14,12,8,2023,4,14
758.0,CA-2023-113733,2023-12-08,2023-12-22,Consumer,Villa El Salvador,Sur,TEC-PH-10002496,Periféricos,Micrófonos,SteelSeries Apex Pro Teclado Mecánico con Switches Omnipoint,2244.54,12,8,2023,4,14
759.0,CA-2023-113733,2023-12-08,2023-12-22,Consumer,Barranco,Sur,TEC-AC-10002473,Periféricos,Teclados,Maxell 4.7GB DVD-R,2303.05,12,8,2023,4,14
760.0,CA-2023-104976,2023-12-09,2023-12-23,Corporate,Independencia,Norte,OFF-PA-10003845,Periféricos,Mouse / Ratones,Bose QuietComfort Earbuds II Bluetooth Cancelación de ruido,2067.74,12,9,2023,5,14
761.0,CA-2023-110023,2023-12-09,2023-12-23,Consumer,Breña,Centro,OFF-BI-10001036,Periféricos,Monitores,Brother HL-L2350DW Impresora Láser,2246.8,12,9,2023,5,14
762.0,CA-2023-136329,2023-12-09,2023-12-23,Corporate,San Luis,Centro,FUR-FU-10000723,Almacenamiento,Tarjetas de memoria,Kingston DataTraveler Max 256GB USB-C 3.2 Gen 2,2345.38,12,9,2023,5,14
763.0,CA-2023-128923,2023-12-09,2023-12-23,Corporate,Pucusana,Sur,OFF-PA-10002250,Periféricos,Auriculares / Headsets,Microsoft LifeCam HD-3000 720p,1838.26,12,9,2023,5,14
764.0,CA-2023-112893,2023-12-09,2023-12-23,Consumer,Independencia,Norte,OFF-BI-10004654,Periféricos,Webcams,Sennheiser Momentum True Wireless 3 Alta fidelidad,2742.3,12,9,2023,5,14
765.0,US-2023-161844,2023-12-09,2023-12-23,Corporate,Barranco,Sur,FUR-TA-10001676,Almacenamiento,Tarjetas de memoria,Hon 61000 Series Interactive Training Tables,2524.56,12,9,2023,5,14
766.0,US-2023-161844,2023-12-09,2023-12-23,Corporate,Independencia,Norte,OFF-BI-10003712,Periféricos,Teclados,Canon PIXMA TS9120 Impresora Multifunción,1655.2,12,9,2023,5,14
767.0,US-2023-113649,2023-12-09,2023-12-23,Consumer,El Agustino,Este,OFF-PA-10000130,Periféricos,Mouse / Ratones,Genius WideCam F100 Ultra Wide Angle 1080p,1812.46,12,9,2023,5,14
768.0,US-2023-113649,2023-12-09,2023-12-23,Consumer,San Isidro,Centro,OFF-AP-10002518,Periféricos,Monitores,Kensington 7 Outlet MasterPiece Power Center,2605.28,12,9,2023,5,14
769.0,CA-2023-137176,2023-12-09,2023-12-23,Home Office,Pucusana,Sur,FUR-FU-10003832,Almacenamiento,Discos externos,PNY Turbo Attaché 4 128GB USB 3.0,1723.29,12,9,2023,5,14
770.0,CA-2023-133340,2023-12-09,2023-12-23,Consumer,Cieneguilla,Este,TEC-PH-10003988,Periféricos,Auriculares / Headsets,Microsoft LifeCam HD-3000 720p,1838.91,12,9,2023,5,14
771.0,CA-2023-133340,2023-12-09,2023-12-23,Consumer,Punta Negra,Sur,OFF-AP-10002311,Periféricos,Webcams,HP OfficeJet Pro 9015 Impresora Multifunción,2398.52,12,9,2023,5,14
772.0,CA-2023-101175,2023-12-09,2023-12-23,Corporate,Breña,Centro,OFF-ST-10004950,Componentes,Memoria RAM,NVIDIA GeForce RTX 4070 Ti SUPER 16GB GDDR6X,2423.15,12,9,2023,5,14
773.0,US-2023-131114,2023-12-09,2023-12-23,Corporate,Barranco,Sur,OFF-AP-10003971,Componentes,Discos duros (HDD),NZXT Kraken X63 RGB Enfriamiento Líquido 280mm,1958.43,12,9,2023,5,14
774.0,US-2023-131114,2023-12-09,2023-12-23,Corporate,Lince,Centro,TEC-AC-10000199,Periféricos,Mouse / Ratones,Epson EcoTank ET-4760 Impresora Multifunción,2625.08,12,9,2023,5,14
775.0,CA-2023-154739,2023-12-10,2023-12-24,Consumer,Comas,Norte,FUR-CH-10002965,Almacenamiento,Discos externos,Western Digital My Passport SSD 1TB Externo,1902.26,12,10,2023,6,14
776.0,CA-2023-146941,2023-12-10,2023-12-24,Consumer,La Victoria,Centro,OFF-EN-10003296,Periféricos,Impresoras,Microsoft Sculpt Ergonomic Keyboard,2694.87,12,10,2023,6,14
777.0,CA-2023-126613,2023-12-10,2023-12-24,Consumer,San Isidro,Centro,OFF-ST-10001325,Periféricos,Auriculares / Headsets,Logitech C920 HD Pro Webcam 1080p,1966.94,12,10,2023,6,14
778.0,US-2023-118780,2023-12-10,2023-12-24,Home Office,San Juan de Lurigancho,Este,OFF-PA-10000575,Periféricos,Webcams,HP LaserJet Pro M404dn Impresora Láser,1944.77,12,10,2023,6,14
